KeyValue,KeyId,KeyType,KeyDescription,SupportedEditions,SupportedSKU,UserRemarks,RemainingActivations,LastUpdate,LastErrorCode,RowVer
92NFX-8DJQP-P6BBQ-THF9C-7CG2H,12345-04253-000-000000-03-1033-20348.0000-3442022,6,Win 10 RTM EnterpriseSN Volume:GVLK,EnterpriseSN,7103a333-b8c8-49cc-93ce-d37c09687f92,,-1,2022-12-11 15:41:07.520,0,0x00000000000045CC
QFFDN-GRT3P-VKWWX-X7T3R-8B639,12345-03783-000-000003-03-1033-20348.0000-3442022,6,Win 10 RTM EnterpriseSN Volume:GVLK,EnterpriseSN,9f776d83-7156-45b2-8a5c-359b9c9f22a3,,-1,2022-12-11 15:41:07.527,0,0x00000000000045CD
RC2MV-NWWDR-RPTF2-9K622-DDBP6,12345-03308-094-883652-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:07.867,0,0x0000000000004670
RCFQN-GWBKP-XT4QQ-4F7D3-XHJXG,12345-03308-094-882680-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:07.873,0,0x0000000000004672
RCNCD-W8JXD-99MF7-9V27K-WTYP6,12345-03308-094-882547-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:07.873,0,0x0000000000004673
RCNTM-YFP6W-Q3H6T-9Y962-3YH26,12345-03308-094-870334-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:07.877,0,0x0000000000004674
RD2NQ-7H77W-KMF7F-V37BQ-T6PKG,12345-03308-094-882750-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:07.877,0,0x0000000000004675
RN6VW-HWF3X-G36T2-TXYCH-M4G6T,12345-03308-094-883631-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:07.880,0,0x0000000000004676
RN78M-96YV6-2JT9V-CX6T6-8TYP6,12345-03308-094-882642-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:07.880,0,0x0000000000004677
RNC64-TW2WM-HVQDF-P3GPG-6F4C6,12345-03308-094-882181-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:07.883,0,0x0000000000004678
RNFD3-RMFXJ-92G4X-FT8FF-2KCKG,12345-03308-094-880611-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:07.887,0,0x0000000000004679
RNG33-Y4KBY-27KQY-3BQD8-WB49G,12345-03308-094-873588-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:07.887,0,0x000000000000467A
RNGFK-QGPTB-H3CY3-42C6G-23726,12345-03308-095-178503-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:07.890,0,0x000000000000467B
RNJFC-4WWJY-79BGV-TYQRY-3GPKG,12345-03308-094-861872-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:07.890,0,0x000000000000467C
RNJJ6-FGHG8-XK82P-CC37Y-88F9G,12345-03308-095-187600-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:07.893,0,0x000000000000467D
RNJM8-VP9V9-RBX2F-Y2XTJ-K2FC6,12345-03308-094-873621-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:07.893,0,0x000000000000467E
RNR2C-JR3QQ-QYH4Y-HTWYJ-WB49G,12345-03308-094-882570-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:07.897,0,0x0000000000004680
RNT7J-JX6TC-D92HR-DT324-WFG6T,12345-03308-095-176699-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:07.900,0,0x0000000000004681
RNVYY-DT6TC-XVQ7T-KJY8R-X2FC6,12345-03308-095-184962-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:07.903,0,0x0000000000004682
RNX7J-4T642-3PGYH-V3BGX-BKMP6,12345-03308-094-883819-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:07.903,0,0x0000000000004683
RNYC6-MV2W2-CGPYW-K2DF4-TVJXG,12345-03308-095-187571-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:07.907,0,0x0000000000004684
RNYW8-97Y37-G482W-RXF9W-TQ726,12345-03308-094-864256-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:07.907,0,0x0000000000004685
RPBGQ-NFGH8-DXKMH-GPJBX-JXCKG,12345-03308-094-882696-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:07.910,0,0x0000000000004686
RPNXM-FK4YG-HD2YJ-GKHPM-TXXTT,12345-03308-095-170695-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:07.910,0,0x0000000000004687
RPYN8-X86WR-7KPXH-78JTP-RVV26,12345-03308-094-883895-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:07.917,0,0x0000000000004689
RQC2J-MXNFW-6TRRR-6MRJ3-M7V26,12345-03308-094-870339-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:07.917,0,0x000000000000468A
RQDW4-MNWDG-XBJ6M-P4QYV-B7V26,12345-03308-094-880595-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:07.920,0,0x000000000000468B
RQYN3-H3M6J-77WY9-T38BG-683GT,12345-03308-095-181609-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:07.920,0,0x000000000000468C
RR623-J7NBW-CDJ67-JHBTQ-PYT6T,12345-03308-094-873642-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:07.923,0,0x000000000000468D
RRD2C-WNMW4-2H2T2-W2K96-V6DGT,12345-03308-095-181990-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:07.923,0,0x000000000000468E
RRG3N-GV6FB-6JFHY-629VV-JQKTT,12345-03308-094-882736-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:07.927,0,0x000000000000468F
RRNMV-F22GX-8MJVP-HYGXD-8K8XG,12345-03308-094-882716-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:07.927,0,0x0000000000004690
RRVNQ-QVJ8W-XFJFQ-JPTGJ-CPQGT,12345-03308-095-185823-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:07.930,0,0x0000000000004691
RTNVG-PG8XC-JD7W4-3MGQX-RM49G,12345-03308-094-864236-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:07.933,0,0x0000000000004692
RVN2J-9QP7B-P2VGJ-YM9PH-M4G6T,12345-03308-094-883851-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:07.933,0,0x0000000000004693
RWHQK-88N2T-3RHWW-9PKFF-GXXTT,12345-03308-095-178469-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:07.937,0,0x0000000000004694
RWQ2G-NXBQJ-JRT27-WX36H-JQKTT,12345-03308-095-179233-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:07.937,0,0x0000000000004695
RX6KR-WN4VD-3W7M2-HRR33-M7V26,12345-03308-094-864254-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:07.940,0,0x0000000000004696
RXK8X-NVWXK-HR9PC-7BXRY-HT9TT,12345-03308-095-181850-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:07.940,0,0x0000000000004697
RYN8J-8C9T2-JPG9G-7HGK8-YP2KG,12345-03308-094-882768-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:07.943,0,0x0000000000004698
RYNBQ-K2QRQ-3PQFR-747WT-Y98XG,12345-03308-095-181782-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:07.947,0,0x0000000000004699
T2MMN-GVQ6J-KD6PX-M97VK-HCFC6,12345-03308-094-883766-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:07.947,0,0x000000000000469A
T2NKD-9TTW8-3249B-G6YGR-9W3GT,12345-03308-094-864340-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:07.950,0,0x000000000000469B
T2YXF-NQKTW-W2D8Y-QQTXP-XTPKG,12345-03308-094-882719-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:07.953,0,0x000000000000469D
T3MVY-8PN82-DHQTW-XW3W7-BDWXG,12345-03308-094-882179-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:07.957,0,0x000000000000469E
T3NXY-PBVTR-8Q98J-J249D-JTYP6,12345-03308-095-179043-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:07.957,0,0x000000000000469F
T4HMG-NQVK6-M2MGR-X86WK-V22KG,12345-03308-094-883785-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:07.957,0,0x00000000000046A0
T4J8N-R33G9-V937W-JDRFK-YDWXG,12345-03308-095-187823-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:07.960,0,0x00000000000046A1
T4N9R-V7J87-6H8VJ-H7FVV-X766T,12345-03308-094-883771-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:07.963,0,0x00000000000046A2
T4Q8Q-6NQQP-6WG3G-7RCGD-3PFC6,12345-03308-095-179316-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:07.963,0,0x00000000000046A3
T4XN7-V7333-362FX-G8Q3H-94R9G,12345-03308-095-188794-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:07.967,0,0x00000000000046A4
T62HN-K37PM-64FRJ-YQ43X-C7JXG,12345-03308-095-184517-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:07.967,0,0x00000000000046A5
T6DDT-QRN6G-VG7X7-WCVWB-CWF9G,12345-03308-094-882598-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:07.970,0,0x00000000000046A6
T6NDG-G7H4F-T7Y2R-J8BY7-MBH26,12345-03308-095-182438-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:07.973,0,0x00000000000046A7
T77RF-QFNWR-9WG4W-T3F97-7QWXG,12345-03308-094-864232-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:07.973,0,0x00000000000046A8
T7MN9-9XDG9-9DGGF-WKWT2-76DGT,12345-03308-094-883767-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:07.977,0,0x00000000000046A9
T7V3Q-NHH8J-C3RKF-KDWWT-QYH26,12345-03308-094-884906-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:07.977,0,0x00000000000046AA
T879N-C28MY-M6DRM-979VF-369TT,12345-03308-094-873640-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:07.980,0,0x00000000000046AB
T88R9-DNG9Y-6K2G7-THXCC-8XCKG,12345-03308-095-177055-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:07.983,0,0x00000000000046AC
T8M8N-YTBVV-7VRBK-V9633-XHJXG,12345-03308-094-861830-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:07.983,0,0x00000000000046AD
T8N6C-YYKH3-BPDTG-V2GG4-7H66T,12345-03308-095-180376-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:07.987,0,0x00000000000046AE
T8TWN-Y6TPG-KMV7G-6QWY4-W8F9G,12345-03308-095-178189-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:07.987,0,0x00000000000046AF
T93KQ-2WNYG-VX8M2-QM3TF-QGPKG,12345-03308-095-182769-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:07.990,0,0x00000000000046B0
T97Y7-NQXD7-FVKV4-2X23D-B98XG,12345-03308-094-882758-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:07.993,0,0x00000000000046B1
TBJT9-NFX7G-G6PDJ-3BRY9-9HJXG,12345-03308-095-181580-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:07.997,0,0x00000000000046B4
TBNG4-TKM26-B4GVQ-BX2TR-6Q726,12345-03308-094-861899-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:08.000,0,0x00000000000046B5
TBQNW-4HVM8-V992J-VP7GC-V8RC6,12345-03308-094-883779-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:08.000,0,0x00000000000046B6
TC8MN-6YWMG-82WQP-9HPR3-2WF9G,12345-03308-095-181561-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:08.003,0,0x00000000000046B7
TCFN2-JXC84-XJPHK-K4H6T-722KG,12345-03308-095-177149-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:08.007,0,0x00000000000046B8
TDD48-NCQJX-JPWMJ-VR9RX-QV66T,12345-03308-094-882676-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:08.010,0,0x00000000000046BA
TDJ4M-VVN4F-C8QD8-GJ4JQ-63BP6,12345-03308-094-864282-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:08.010,0,0x00000000000046BB
TDN2B-HX4Q9-M29VD-7XVWJ-JFG6T,12345-03308-095-184565-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:11.483,0,0x00000000000046BC
TDNWK-9XB9F-M2XJV-GFC82-V8RC6,12345-03308-095-177077-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:11.483,0,0x00000000000046BD
TFGBR-RNMD8-362CF-JVMK7-7QWXG,12345-03308-095-180322-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:11.487,0,0x00000000000046BE
TFW9W-K8N6C-4TG2H-QMMWD-Y4G6T,12345-03308-095-184444-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:11.490,0,0x00000000000046BF
TG38M-WCNDW-J9K7P-BF6GJ-Q69TT,12345-03308-094-882546-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:11.493,0,0x00000000000046C0
TG6VV-NFB7B-HCDTY-C8YGM-YWRC6,12345-03308-094-864219-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:11.493,0,0x00000000000046C1
TGNWW-VQPF4-G32H6-DXBMJ-CPQGT,12345-03308-094-871504-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:11.500,0,0x00000000000046C4
THCWV-JN8H8-V4DF4-736V8-RX8XG,12345-03308-094-883908-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:11.503,0,0x00000000000046C5
THYKN-HDBJY-CDH74-QYDCQ-7T9TT,12345-03308-095-174453-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:11.503,0,0x00000000000046C6
TJT6F-KCNTM-WDQ6J-VGGYR-K4R9G,12345-03308-094-884818-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:11.507,0,0x00000000000046C7
TJTNM-MBDDB-6XBQK-9WWH3-4GDGT,12345-03308-094-883506-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:11.507,0,0x00000000000046C8
TJXNG-CQMXH-WFWQY-2D83R-X2FC6,12345-03308-095-175341-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:11.510,0,0x00000000000046C9
TK694-NF6MK-69P68-XMHPC-P9XTT,12345-03308-095-185633-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:11.513,0,0x00000000000046CA
TKVNK-J8X6Q-J74T8-QH8F4-PPQGT,12345-03308-094-864362-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:11.517,0,0x00000000000046CC
TKXV9-N9P8R-7PK7D-TDC2M-TXXTT,12345-03308-094-882705-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:11.517,0,0x00000000000046CD
TMNWB-TT7P8-GJKXF-MJ9KW-XW3GT,12345-03308-095-175365-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:11.520,0,0x00000000000046CE
TN6HD-DC9VC-82DFB-3BF88-GVJXG,12345-03308-095-182484-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:11.523,0,0x00000000000046D0
TNGDC-7D6BR-4639W-WX8D8-6MT6T,12345-03308-095-178222-00-1033-20348.0000-3442022,1,Win 10 RTM Professional Retail,Professional,4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c,,-1,2022-12-11 15:41:11.523,0,0x00000000000046D1
