KeyValue,KeyId,KeyType,KeyDescription,SupportedEditions,SupportedSKU,UserRemarks,RemainingActivations,LastUpdate,LastErrorCode,RowVer
PGD67-JN23K-JGVWV-KTHP4-GXR9G,12345-01260-001-000360-03-1033-20348.0000-0062023,6,Office15_Alpha_ProPlusVL_KMS_Client,Alpha_ProPlusVolume,87d2b5bf-d47b-41fb-af62-71c382f5cc85,,-1,NULL,0,0x0000000000000D08
NB67P-J8XP4-XDK9B-V73VH-M4CKR,12345-01267-001-000390-03-1033-20348.0000-0062023,6,Office15_Alpha_PublisherVL_KMS_Client,Alpha_PublisherVolume,15aa2117-8f79-49a8-8317-753026d6a054,,-1,NULL,0,0x0000000000000CFE
B3C7Q-D6NH2-2VRFW-HHWDG-FVQB6,12345-01172-001-000080-03-1033-20348.0000-0062023,6,Office15_Alpha_VisioProVL_KMS_Client,Alpha_VisioProVolume,cfbfd60e-0b5f-427d-917c-a4df42a80e44,,-1,NULL,0,0x0000000000000B04
9MKNF-J9XQ6-JV4XB-FJQPY-43F43,12345-01178-001-000100-03-1033-20348.0000-0062023,6,Office15_Alpha_VisioStdVL_KMS_Client,Alpha_VisioStdVolume,7012cc81-8887-42e9-b17d-4e5e42760f0d,,-1,NULL,0,0x0000000000000DA0
JBGD4-3JNG7-JWWGV-CR6TP-DC62Q,12345-01186-001-000120-03-1033-20348.0000-0062023,6,Office15_Alpha_WordVL_KMS_Client,Alpha_WordVolume,de9c7eb6-5a85-420d-9703-fff11bdd4d43,,-1,NULL,0,0x00000000000007EC
VGPNG-Y7HQW-9RHP7-TKPV3-BG7GB,12345-01952-000-000000-03-1033-20348.0000-0062023,6,Office15_ExcelVL_KMS_Client,ExcelVolume,f7461d52-7c2b-43b2-8744-ea958e0bd09a,,-1,NULL,0,0x000000000000086F
QN4F6-3H3GD-R6TR6-4P9HJ-YPW9C,12345-01961-778-326988-02-1033-20348.0000-0062023,4,Office15_HomeBusinessR_OEM_Perp,HomeBusinessRetail,1e69b3ee-da97-421f-bed5-abcce247d64e,,-1,NULL,0,0x0000000000000AF3
W6N7H-RHPGP-KRDWG-33K8B-RCW9C,12345-01961-777-856871-02-1033-20348.0000-0062023,4,Office15_HomeBusinessR_OEM_Perp,HomeBusinessRetail,1e69b3ee-da97-421f-bed5-abcce247d64e,,-1,NULL,0,0x0000000000000AF4
96JNY-9D326-DTD34-J2H8C-XTJ9D,12345-01962-099-824948-00-1033-20348.0000-0062023,1,Office15_HomeBusinessR_Retail,HomeBusinessRetail,cd256150-a898-441f-aac0-9f8f33390e45,,-1,NULL,0,0x0000000000000B3E
VGTNM-88RYP-B6RF2-76MDP-8W89Q,12345-01970-558-229288-02-1033-20348.0000-0062023,4,Office15_HomeStudentR_OEM_Perp,HomeStudentRetail,be465d55-c392-4d67-bf45-4de7829efc6e,,-1,NULL,0,0x0000000000000DA1
VK326-NX2QG-DPQ62-4TV2Y-QJX63,12345-01970-560-526325-02-1033-20348.0000-0062023,4,Office15_HomeStudentR_OEM_Perp,HomeStudentRetail,be465d55-c392-4d67-bf45-4de7829efc6e,,-1,NULL,0,0x0000000000000DA2
W33B6-NW6QH-X9M43-XBTYR-WFDT3,12345-01970-562-374468-02-1033-20348.0000-0062023,4,Office15_HomeStudentR_OEM_Perp,HomeStudentRetail,be465d55-c392-4d67-bf45-4de7829efc6e,,-1,NULL,0,0x0000000000000DA3
X6YK4-2NBVT-FGDPV-6Q898-J8CXQ,12345-01970-560-537485-02-1033-20348.0000-0062023,4,Office15_HomeStudentR_OEM_Perp,HomeStudentRetail,be465d55-c392-4d67-bf45-4de7829efc6e,,-1,NULL,0,0x0000000000000DA4
W3GJB-4QN3C-R449H-79MPH-R889R,12345-01971-900-631090-00-1033-20348.0000-0062023,1,Office15_HomeStudentR_Retail,HomeStudentRetail,98685d21-78bd-4c62-bc4f-653344a63035,,-1,NULL,0,0x0000000000000D71
X6NR6-PWGGV-M3J7Q-26MD2-9P8DF,12345-01971-495-019365-00-1033-20348.0000-0062023,1,Office15_HomeStudentR_Retail,HomeStudentRetail,98685d21-78bd-4c62-bc4f-653344a63035,,-1,NULL,0,0x0000000000000D72
VX6J4-GXN3W-GMJB7-F9VKB-KD4QF,12345-01971-900-629260-00-1033-20348.0000-0062023,1,Office15_HomeStudentR_Retail,HomeStudentRetail,98685d21-78bd-4c62-bc4f-653344a63035,,-1,NULL,0,0x0000000000000D73
VVYJN-MGP42-V7JMR-GWF93-RJM3F,12345-01971-900-629262-00-1033-20348.0000-0062023,1,Office15_HomeStudentR_Retail,HomeStudentRetail,98685d21-78bd-4c62-bc4f-653344a63035,,-1,NULL,0,0x0000000000000D74
XQNXT-QQH9D-HX6YP-C977R-4X6KR,12345-01971-900-629259-00-1033-20348.0000-0062023,1,Office15_HomeStudentR_Retail,HomeStudentRetail,98685d21-78bd-4c62-bc4f-653344a63035,,-1,NULL,0,0x0000000000000D75
Y2VKY-8ND77-G9JTR-RDHKX-KP8DF,12345-01971-899-021694-00-1033-20348.0000-0062023,1,Office15_HomeStudentR_Retail,HomeStudentRetail,98685d21-78bd-4c62-bc4f-653344a63035,,-1,NULL,0,0x0000000000000D76
DKT8B-N7VXH-D963P-Q4PHY-F8894,12345-01979-000-000000-03-1033-20348.0000-0062023,6,Office15_InfoPathVL_KMS_Client,InfoPathVolume,a30b8040-d68a-423f-b0b5-9ce292ea5a8f,,-1,NULL,0,0x0000000000000B40
2MG3G-3BNTT-3MFW9-KDQW3-TCK7R,12345-01987-000-000000-03-1033-20348.0000-0062023,6,Office15_LyncVL_KMS_Client,LyncVolume,1b9f11e3-c85c-4e1b-bb29-879ad2c909e3,,-1,NULL,0,0x0000000000000C7D
42QTK-RN8M7-J3C4G-BBGYM-88CYV,12345-01997-000-000000-03-1033-20348.0000-0062023,6,Office15_MondoVL_KMS_Client,MondoVolume,dc981c6b-fc8e-420f-aa43-f8f33e5c0923,,-1,NULL,0,0x0000000000000835
TGN6P-8MMBC-37P2F-XHXXK-P34VW,12345-02054-000-000000-03-1033-20348.0000-0062023,6,Office15_OneNoteVL_KMS_Client,OneNoteVolume,efe1f3e6-aea2-4144-a208-32aa872b6545,,-1,NULL,0,0x0000000000000DFE
QPN8Q-BJBTJ-334K3-93TGY-2PMBT,12345-02060-000-000000-03-1033-20348.0000-0062023,6,Office15_OutlookVL_KMS_Client,OutlookVolume,771c3afa-50c5-443f-b151-ff2546d863a0,,-1,NULL,0,0x00000000000007EF
4NT99-8RJFH-Q2VDH-KYG2C-4RD4F,12345-02123-000-000000-03-1033-20348.0000-0062023,6,Office15_PowerPointVL_KMS_Client,PowerPointVolume,8c762649-97d1-4953-ad27-b7e2c25b972e,,-1,NULL,0,0x0000000000000AC5
BBWX9-HNK8M-KT7CM-33K4R-HQTWB,12345-02128-332-060054-00-1033-20348.0000-0062023,1,Office15_ProfessionalR_Retail,ProfessionalRetail,44bc70e2-fb83-4b09-9082-e5557e0c2ede,,-1,NULL,0,0x000000000000087D
WNTPC-F2DMD-R69R4-YGYJP-8W9JV,12345-02141-497-607217-00-1033-20348.0000-0062023,1,Office15_ProjectProR_Retail,ProjectProRetail,f2435de4-5fc0-4e5b-ac97-34f515ec5ee7,,-1,NULL,0,0x0000000000000DEA
G29NP-JR94T-KFFX8-QK83C-3YF2H,12345-02141-497-607218-00-1033-20348.0000-0062023,1,Office15_ProjectProR_Retail,ProjectProRetail,f2435de4-5fc0-4e5b-ac97-34f515ec5ee7,,-1,NULL,0,0x0000000000000DEB
KDYRV-HN6D8-G7XR3-3FJWY-TXVR7,12345-02141-497-607209-00-1033-20348.0000-0062023,1,Office15_ProjectProR_Retail,ProjectProRetail,f2435de4-5fc0-4e5b-ac97-34f515ec5ee7,,-1,NULL,0,0x0000000000000DEC
JRHDH-HN6KQ-M2BHQ-6HQ7C-FX6WV,12345-02141-497-607208-00-1033-20348.0000-0062023,1,Office15_ProjectProR_Retail,ProjectProRetail,f2435de4-5fc0-4e5b-ac97-34f515ec5ee7,,-1,NULL,0,0x0000000000000DED
JCJ7N-JYBCF-QWGKP-7CMY3-QRP8V,12345-02141-497-607216-00-1033-20348.0000-0062023,1,Office15_ProjectProR_Retail,ProjectProRetail,f2435de4-5fc0-4e5b-ac97-34f515ec5ee7,,-1,NULL,0,0x0000000000000DEE
DB87C-9GNJB-TBK28-M4JR6-6F2CH,12345-02141-497-607207-00-1033-20348.0000-0062023,1,Office15_ProjectProR_Retail,ProjectProRetail,f2435de4-5fc0-4e5b-ac97-34f515ec5ee7,,-1,NULL,0,0x0000000000000DEF
G77BJ-N9MPP-X28TC-QGVR9-RM28V,12345-02141-497-607141-00-1033-20348.0000-0062023,1,Office15_ProjectProR_Retail,ProjectProRetail,f2435de4-5fc0-4e5b-ac97-34f515ec5ee7,,-1,NULL,0,0x0000000000000DF0
NBGJQ-F9K6C-TB8KJ-38D78-W42CH,12345-02141-497-607211-00-1033-20348.0000-0062023,1,Office15_ProjectProR_Retail,ProjectProRetail,f2435de4-5fc0-4e5b-ac97-34f515ec5ee7,,-1,NULL,0,0x0000000000000DF1
JN276-9JQTF-DTMVT-HHYP4-GXVR7,12345-02141-497-607210-00-1033-20348.0000-0062023,1,Office15_ProjectProR_Retail,ProjectProRetail,f2435de4-5fc0-4e5b-ac97-34f515ec5ee7,,-1,NULL,0,0x0000000000000DF2
6TWJR-NQ2MF-VP9WB-PXPHW-Q67R7,12345-02141-497-607219-00-1033-20348.0000-0062023,1,Office15_ProjectProR_Retail,ProjectProRetail,f2435de4-5fc0-4e5b-ac97-34f515ec5ee7,,-1,NULL,0,0x0000000000000DF3
N2YV3-2664D-K7JTW-8P3XX-CDHR7,12345-02141-497-607228-00-1033-20348.0000-0062023,1,Office15_ProjectProR_Retail,ProjectProRetail,f2435de4-5fc0-4e5b-ac97-34f515ec5ee7,,-1,NULL,0,0x0000000000000DF4
3CD8N-HBH3D-V7VJ9-HRX8F-DJYF7,12345-02141-497-607227-00-1033-20348.0000-0062023,1,Office15_ProjectProR_Retail,ProjectProRetail,f2435de4-5fc0-4e5b-ac97-34f515ec5ee7,,-1,NULL,0,0x0000000000000DF5
J34G9-24NVV-PR7B3-7VFJB-2PMF7,12345-02141-497-607133-00-1033-20348.0000-0062023,1,Office15_ProjectProR_Retail,ProjectProRetail,f2435de4-5fc0-4e5b-ac97-34f515ec5ee7,,-1,NULL,0,0x0000000000000DF6
38GNV-QT7HP-PXCCY-DX6FD-JTWPH,12345-02141-497-607132-00-1033-20348.0000-0062023,1,Office15_ProjectProR_Retail,ProjectProRetail,f2435de4-5fc0-4e5b-ac97-34f515ec5ee7,,-1,NULL,0,0x0000000000000DF7
DNYCD-PFGPJ-RDTFT-RHD3D-KKVR7,12345-02141-497-607134-00-1033-20348.0000-0062023,1,Office15_ProjectProR_Retail,ProjectProRetail,f2435de4-5fc0-4e5b-ac97-34f515ec5ee7,,-1,NULL,0,0x0000000000000DF8
GCYWG-9NXVQ-24VMF-BXWBC-KWYF7,12345-02141-497-607214-00-1033-20348.0000-0062023,1,Office15_ProjectProR_Retail,ProjectProRetail,f2435de4-5fc0-4e5b-ac97-34f515ec5ee7,,-1,NULL,0,0x0000000000000DF9
RCQN7-X4MFG-Q6QPP-JM4BC-2DHR7,12345-02141-497-607215-00-1033-20348.0000-0062023,1,Office15_ProjectProR_Retail,ProjectProRetail,f2435de4-5fc0-4e5b-ac97-34f515ec5ee7,,-1,NULL,0,0x0000000000000DFA
KRGFN-JFKP6-FJMX8-6PVGR-9WYF7,12345-02141-497-607138-00-1033-20348.0000-0062023,1,Office15_ProjectProR_Retail,ProjectProRetail,f2435de4-5fc0-4e5b-ac97-34f515ec5ee7,,-1,NULL,0,0x0000000000000DFB
FN8TT-7WMH6-2D4X9-M337T-2342K,12345-02143-000-000000-03-1033-20348.0000-0062023,6,Office15_ProjectProVL_KMS_Client,ProjectProVolume,4a5d124a-e620-44ba-b6ff-658961b33b9a,,-1,NULL,0,0x0000000000000D70
6NTH3-CW976-3G3Y2-JK3TX-8QHTT,12345-02156-000-000000-03-1033-20348.0000-0062023,6,Office15_ProjectStdVL_KMS_Client,ProjectStdVolume,427a28d1-d17c-4abf-b717-32c780ba6f07,,-1,NULL,0,0x0000000000000DFD
FTWV7-DND48-BDGGQ-KXJT7-RGBGX,12345-02159-002-193698-00-1033-20348.0000-0062023,1,Office15_ProPlusMSDNR_Retail,ProPlusRetail,41499869-4103-4d3b-9da6-d07df41b6e39,,-1,NULL,0,0x0000000000000A72
MNGCY-KF36B-47442-98G9D-PYQ6X,12345-02159-007-063722-00-1033-20348.0000-0062023,1,Office15_ProPlusMSDNR_Retail,ProPlusRetail,41499869-4103-4d3b-9da6-d07df41b6e39,,-1,NULL,0,0x0000000000000A73
TK4D3-FN9KC-YK2X9-GB9H8-29VTX,12345-02159-002-076470-00-1033-20348.0000-0062023,1,Office15_ProPlusMSDNR_Retail,ProPlusRetail,41499869-4103-4d3b-9da6-d07df41b6e39,,-1,NULL,0,0x0000000000000A74
FMKPP-P4NVQ-2KRQQ-8J2XQ-B96XK,12345-02159-002-077392-00-1033-20348.0000-0062023,1,Office15_ProPlusMSDNR_Retail,ProPlusRetail,41499869-4103-4d3b-9da6-d07df41b6e39,,-1,NULL,0,0x0000000000000A75
FTYNH-M6QVV-K4BD7-D6GKJ-HMF29,12345-02159-002-320835-00-1033-20348.0000-0062023,1,Office15_ProPlusMSDNR_Retail,ProPlusRetail,41499869-4103-4d3b-9da6-d07df41b6e39,,-1,NULL,0,0x0000000000000A76
FX7Y7-3N9YD-RWFVP-XW9Q6-MKJP9,12345-02159-002-312211-00-1033-20348.0000-0062023,1,Office15_ProPlusMSDNR_Retail,ProPlusRetail,41499869-4103-4d3b-9da6-d07df41b6e39,,-1,NULL,0,0x0000000000000A77
FWN69-736B4-PFM4Q-8P846-V6BGX,12345-02159-007-092631-00-1033-20348.0000-0062023,1,Office15_ProPlusMSDNR_Retail,ProPlusRetail,41499869-4103-4d3b-9da6-d07df41b6e39,,-1,NULL,0,0x0000000000000A78
T88FQ-NRP2T-YTQCQ-6M3M7-2R2C9,12345-02159-002-273379-00-1033-20348.0000-0062023,1,Office15_ProPlusMSDNR_Retail,ProPlusRetail,41499869-4103-4d3b-9da6-d07df41b6e39,,-1,NULL,0,0x0000000000000A79
T4NRY-JK327-7VGMW-426F2-BTBGX,12345-02159-002-291692-00-1033-20348.0000-0062023,1,Office15_ProPlusMSDNR_Retail,ProPlusRetail,41499869-4103-4d3b-9da6-d07df41b6e39,,-1,NULL,0,0x0000000000000A7A
N4P6Y-QYTKT-BRC8T-P347G-6F2C9,12345-02159-002-299482-00-1033-20348.0000-0062023,1,Office15_ProPlusMSDNR_Retail,ProPlusRetail,41499869-4103-4d3b-9da6-d07df41b6e39,,-1,NULL,0,0x0000000000000A7B
N4HP4-D8YX2-QD9CH-76G77-9BQ6X,12345-02159-002-310322-00-1033-20348.0000-0062023,1,Office15_ProPlusMSDNR_Retail,ProPlusRetail,41499869-4103-4d3b-9da6-d07df41b6e39,,-1,NULL,0,0x0000000000000A7C
N4D73-C6BPB-HY9MX-28Y4H-9BQ6X,12345-02159-002-327028-00-1033-20348.0000-0062023,1,Office15_ProPlusMSDNR_Retail,ProPlusRetail,41499869-4103-4d3b-9da6-d07df41b6e39,,-1,NULL,0,0x0000000000000A7D
N2KGR-4HYX8-TDWQK-2CF7K-2YQ6X,12345-02159-002-204160-00-1033-20348.0000-0062023,1,Office15_ProPlusMSDNR_Retail,ProPlusRetail,41499869-4103-4d3b-9da6-d07df41b6e39,,-1,NULL,0,0x0000000000000A7E
N2FBK-47C2R-T77H9-Y2Q9R-W8C9K,12345-02159-002-206372-00-1033-20348.0000-0062023,1,Office15_ProPlusMSDNR_Retail,ProPlusRetail,41499869-4103-4d3b-9da6-d07df41b6e39,,-1,NULL,0,0x0000000000000A7F
VPN6W-P4JMQ-K38HH-FGBYX-8QHTX,12345-02159-002-219165-00-1033-20348.0000-0062023,1,Office15_ProPlusMSDNR_Retail,ProPlusRetail,41499869-4103-4d3b-9da6-d07df41b6e39,,-1,NULL,0,0x0000000000000A80
VNGFF-8XTWP-43QTG-H96YJ-WB29K,12345-02159-002-326590-00-1033-20348.0000-0062023,1,Office15_ProPlusMSDNR_Retail,ProPlusRetail,41499869-4103-4d3b-9da6-d07df41b6e39,,-1,NULL,0,0x0000000000000A81
VFNT4-7Y34W-6YVRW-FDWYB-BBF29,12345-02159-002-267960-00-1033-20348.0000-0062023,1,Office15_ProPlusMSDNR_Retail,ProPlusRetail,41499869-4103-4d3b-9da6-d07df41b6e39,,-1,NULL,0,0x0000000000000A82
QNVQ8-6CCRB-C2JJY-P73BX-P3429,12345-02159-002-184401-00-1033-20348.0000-0062023,1,Office15_ProPlusMSDNR_Retail,ProPlusRetail,41499869-4103-4d3b-9da6-d07df41b6e39,,-1,NULL,0,0x0000000000000A83
QNCJ2-PXKRR-JF89P-C3VYG-RRD6X,12345-02159-002-331716-00-1033-20348.0000-0062023,1,Office15_ProPlusMSDNR_Retail,ProPlusRetail,41499869-4103-4d3b-9da6-d07df41b6e39,,-1,NULL,0,0x0000000000000A84
QNGF3-XCM7W-34GGF-R6X3C-76BGX,12345-02159-002-188009-00-1033-20348.0000-0062023,1,Office15_ProPlusMSDNR_Retail,ProPlusRetail,41499869-4103-4d3b-9da6-d07df41b6e39,,-1,NULL,0,0x0000000000000A85
QN7GQ-8FJFT-WDGWX-2X7VF-PPMGX,12345-02159-002-219161-00-1033-20348.0000-0062023,1,Office15_ProPlusMSDNR_Retail,ProPlusRetail,41499869-4103-4d3b-9da6-d07df41b6e39,,-1,NULL,0,0x0000000000000A86
X8GDK-2NRJ4-HF9BD-MKJG6-VCCC9,12345-02159-002-323561-00-1033-20348.0000-0062023,1,Office15_ProPlusMSDNR_Retail,ProPlusRetail,41499869-4103-4d3b-9da6-d07df41b6e39,,-1,NULL,0,0x0000000000000A87
X89NY-TFYMJ-XBHY3-TKK8Y-BBF29,12345-02159-002-332717-00-1033-20348.0000-0062023,1,Office15_ProPlusMSDNR_Retail,ProPlusRetail,41499869-4103-4d3b-9da6-d07df41b6e39,,-1,NULL,0,0x0000000000000A88
X7V2T-HYN94-Q8JFW-JTPRX-GJC9K,12345-02159-002-333646-00-1033-20348.0000-0062023,1,Office15_ProPlusMSDNR_Retail,ProPlusRetail,41499869-4103-4d3b-9da6-d07df41b6e39,,-1,NULL,0,0x0000000000000A89
X763J-FN79J-YXGXK-3RPHJ-J8C9K,12345-02159-002-315061-00-1033-20348.0000-0062023,1,Office15_ProPlusMSDNR_Retail,ProPlusRetail,41499869-4103-4d3b-9da6-d07df41b6e39,,-1,NULL,0,0x0000000000000A8A
XJ3RR-N2HBB-FH3GY-TDYYH-JQHTX,12345-02159-002-319116-00-1033-20348.0000-0062023,1,Office15_ProPlusMSDNR_Retail,ProPlusRetail,41499869-4103-4d3b-9da6-d07df41b6e39,,-1,NULL,0,0x0000000000000A8B
XGT3Y-D8NKR-WMFG9-K6V69-QV36X,12345-02159-002-313421-00-1033-20348.0000-0062023,1,Office15_ProPlusMSDNR_Retail,ProPlusRetail,41499869-4103-4d3b-9da6-d07df41b6e39,,-1,NULL,0,0x0000000000000A8C
XCR94-TN3PY-J6FC7-HB836-MKJP9,12345-02159-002-330831-00-1033-20348.0000-0062023,1,Office15_ProPlusMSDNR_Retail,ProPlusRetail,41499869-4103-4d3b-9da6-d07df41b6e39,,-1,NULL,0,0x0000000000000A8D
Y68JB-GN3FK-V8MY3-9CCBJ-CPMGX,12345-02159-002-319828-00-1033-20348.0000-0062023,1,Office15_ProPlusMSDNR_Retail,ProPlusRetail,41499869-4103-4d3b-9da6-d07df41b6e39,,-1,NULL,0,0x0000000000000A8E
BM4HN-M9348-2TTK7-XH8T2-XTKKK,12345-02159-002-178501-00-1033-20348.0000-0062023,1,Office15_ProPlusMSDNR_Retail,ProPlusRetail,41499869-4103-4d3b-9da6-d07df41b6e39,,-1,NULL,0,0x0000000000000A8F
BHK8G-NH9MX-63HDY-BTBKD-T6KKK,12345-02159-002-178511-00-1033-20348.0000-0062023,1,Office15_ProPlusMSDNR_Retail,ProPlusRetail,41499869-4103-4d3b-9da6-d07df41b6e39,,-1,NULL,0,0x0000000000000A90
BGVQN-BTTG9-WRXQ6-T6GKH-QPCC9,12345-02159-002-307261-00-1033-20348.0000-0062023,1,Office15_ProPlusMSDNR_Retail,ProPlusRetail,41499869-4103-4d3b-9da6-d07df41b6e39,,-1,NULL,0,0x0000000000000A91
BGMNC-X7CF3-233RT-QHCBH-BDTXK,12345-02159-002-314892-00-1033-20348.0000-0062023,1,Office15_ProPlusMSDNR_Retail,ProPlusRetail,41499869-4103-4d3b-9da6-d07df41b6e39,,-1,NULL,0,0x0000000000000A92
BFN9X-VPX7J-KXD2J-QDH8V-3JYGX,12345-02159-002-310304-00-1033-20348.0000-0062023,1,Office15_ProPlusMSDNR_Retail,ProPlusRetail,41499869-4103-4d3b-9da6-d07df41b6e39,,-1,NULL,0,0x0000000000000A93
46MB9-N36VB-6BD99-4QDPG-9KVTX,12345-02159-002-291162-00-1033-20348.0000-0062023,1,Office15_ProPlusMSDNR_Retail,ProPlusRetail,41499869-4103-4d3b-9da6-d07df41b6e39,,-1,NULL,0,0x0000000000000A94
9N8H9-BJ3FH-F7B97-BP4MH-JQHT3,12345-02162-208-193804-00-1033-20348.0000-0062023,1,Office15_ProPlusR_Retail,ProPlusRetail,064383fa-1538-491c-859b-0ecab169a0ab,,-1,NULL,0,0x00000000000010E5
X8GGN-7HXPK-6HPPQ-X2MD4-F6WQD,12345-02162-206-713918-00-1033-20348.0000-0062023,1,Office15_ProPlusR_Retail,ProPlusRetail,064383fa-1538-491c-859b-0ecab169a0ab,,-1,NULL,0,0x00000000000010E6
3GQM2-WNXVV-G3C9M-FMVXY-DPCDD,12345-02162-208-195142-00-1033-20348.0000-0062023,1,Office15_ProPlusR_Retail,ProPlusRetail,064383fa-1538-491c-859b-0ecab169a0ab,,-1,NULL,0,0x00000000000010E7
NQJ7M-WPBJF-V3PGQ-JQ4Q8-CPMG3,12345-02162-208-200200-00-1033-20348.0000-0062023,1,Office15_ProPlusR_Retail,ProPlusRetail,064383fa-1538-491c-859b-0ecab169a0ab,,-1,NULL,0,0x00000000000010E8
VF9N7-QRT7M-F6PQV-YT6Q6-C9VT3,12345-02162-208-192047-00-1033-20348.0000-0062023,1,Office15_ProPlusR_Retail,ProPlusRetail,064383fa-1538-491c-859b-0ecab169a0ab,,-1,NULL,0,0x00000000000010E9
498N7-JC2V8-PWQYK-7JYY6-VCCDD,12345-02162-207-390016-00-1033-20348.0000-0062023,1,Office15_ProPlusR_Retail,ProPlusRetail,064383fa-1538-491c-859b-0ecab169a0ab,,-1,NULL,0,0x00000000000010EA
QX8BY-WQNQG-WW3GV-HPKXY-DPCDD,12345-02162-208-206034-00-1033-20348.0000-0062023,1,Office15_ProPlusR_Retail,ProPlusRetail,064383fa-1538-491c-859b-0ecab169a0ab,,-1,NULL,0,0x00000000000010EB
RJCRF-WN6W8-6C89P-CR32X-3RP9Q,12345-02162-208-188494-00-1033-20348.0000-0062023,1,Office15_ProPlusR_Retail,ProPlusRetail,064383fa-1538-491c-859b-0ecab169a0ab,,-1,NULL,0,0x00000000000010EC
